06:45:33: 2
06:45:34: Key.tab
06:45:35: Key.tab
06:45:35: Key.tab
06:45:35: Key.tab
06:45:37: Key.tab
06:45:37: 1
06:45:38: 8
06:45:38: g
06:45:38: k
06:45:39: @
06:45:40: Key.tab
06:45:40: Key.tab
06:45:40: Key.tab
06:45:41: Key.tab
06:45:43: Key.tab
06:45:43: L
06:45:44: z
06:45:44: z
06:45:45: /
06:45:45: @
06:45:45: m
06:45:47: Key.tab
06:45:47: Key.tab
06:45:47: Key.tab
06:45:48: Key.tab
06:45:50: Key.tab
06:45:50: K
06:45:50: H
06:45:51: D
06:45:51: d
06:45:51: P
06:45:53: Key.tab
06:45:53: Key.tab
06:45:54: Key.tab
06:45:55: Key.tab
06:45:56: Key.tab
06:45:56: r
06:45:57: m
06:45:57: d
06:45:57: 5
06:45:58: N
06:45:58: E
06:45:58: o
06:46:00: Key.tab
06:46:00: Key.tab
06:46:01: Key.tab
06:46:02: Key.tab
06:46:03: R
06:46:03: g
06:46:04: 5
06:46:04: U
06:46:04: K
06:46:06: Key.tab
06:46:06: Key.tab
06:46:06: Key.tab
06:46:09: Key.tab
06:46:09: b
06:46:10: H
06:46:10: 3
06:46:10: B
06:46:11: S
06:46:11: Y
06:46:13: Key.tab
06:46:13: Key.tab
06:46:13: Key.tab
06:46:15: Key.tab
06:46:16: Key.tab
06:46:16: u
06:46:16: N
06:46:17: k
06:46:17: X
06:46:17: y
06:46:19: Key.tab
06:46:19: Key.tab
06:46:19: Key.tab
